country_name_short;country_name;election_type;election_date;vote_share;seats;seats_total;party_name_short;party_name;party_name_english;left_right;country_id;election_id;previous_parliament_election_id;previous_cabinet_id;party_id
LUX;Luxembourg;parliament;20.10.2013;20,28;13;60;LSAP;Lëtzebuerger Sozialistesch Arbechterpartei – Parti Ouvrier Socialiste Luxembourgeois – Luxemburger Sozialistische Arbeiterpartei;Luxembourg Socialist Workers' Party;3,2895;7;803;172;1063;701
LUX;Luxembourg;parliament;20.10.2013;10,13;6;60;Greng;Déi Gréng – Les Verts – Die Grünen;The Greens;2,5;7;803;172;1063;310
LUX;Luxembourg;parliament;20.10.2013;6,64;3;60;AR|ADR;Aktionskomitee Rente – Comité d’action pensions | Alternativ Demokratesch Reformpartei – Parti réformiste d'alternative démocratique;Action Committee Pensions | Alternative Democratic Reform Party;8,8158;7;803;172;1063;1582
LUX;Luxembourg;parliament;20.10.2013;4,94;2;60;DL;Déi Lénk – La Gauche – Die Linke;The Left;0,5263;7;803;172;1063;457
LUX;Luxembourg;parliament;20.10.2013;1,64;0;60;KPL;Kommunistesch Partei Lëtzebuerg – Parti Communiste Luxembourgeois – Kommunistische Partei Luxemburg;Communist Party of Luxembourg;1,2;7;803;172;1063;151
LUX;Luxembourg;parliament;20.10.2013;2,94;0;60;Pi;Piratepartei Lëtzebuerg – Piratenpartei Parti pirate du Luxembourg – Piratenpartei Luxemburg;Pirate Party Luxembourg;;7;803;172;1063;2256
LUX;Luxembourg;parliament;20.10.2013;1,5;0;60;PID;Partei fir Integral Demokratie – Parti pour la democratie integrale – Partei für Integrale Demokratie;Party for Full Democracy;7,4;7;803;172;1063;2257
LVA;Latvia;parliament;04.10.2014;23;24;100;S;Saskaņas;Harmony;3;55;831;765;1073;1100
LVA;Latvia;parliament;04.10.2014;21,87;23;100;V;Vienotība;Unity;7,4;55;831;765;1073;1666
LVA;Latvia;parliament;04.10.2014;19,53;21;100;ZZS;Zaļo un Zemnieku savienība;Green and Farmers' Union;5,2632;55;831;765;1073;466
LVA;Latvia;parliament;04.10.2014;16,61;17;100;NA/TB/LNNK;Nacionālā apvienība / Tēvzemei un Brīvībai / LNNK;National Alliance / For Fatherland and Freedom / LNNK;8,2588;55;831;765;1073;521
LVA;Latvia;parliament;04.10.2014;6,66;8;100;LRa;Latvijas Reģionu apvienība;Latvian Association of Regions;7,4;55;831;765;1073;2366
LVA;Latvia;parliament;04.10.2014;6,85;7;100;NsL;No sirds Latvijai;For Latvia from the Heart;7,4;55;831;765;1073;2365
LVA;Latvia;parliament;04.10.2014;1,58;0;100;PCTVL;Par cilvēka tiesībām vienotā Latvijā;For Human Rights in a United Latvia;1,25;55;831;765;1073;1520
LVA;Latvia;parliament;04.10.2014;1,18;0;100;ViLa;Vienoti Latvijai;United for Latvia;;55;831;765;1073;2367
MLT;Malta;parliament;03.06.2017;55,04;37;67;PL;Partit Laburista;Malta Labour Party;4,2105;72;1010;790;1046;1003
MLT;Malta;parliament;03.06.2017;43,68;30;67;PN;Partit Nazzjonalista;Nationalist Party;5,7143;72;1010;790;1046;984
MLT;Malta;parliament;03.06.2017;0,83;0;67;AD;Alternattiva Demokratika;Democratic Alternative;3,7895;72;1010;790;1046;360
NLD;Netherlands;parliament;15.03.2017;21,3;33;150;VVD;Volkspartij voor Vrijheid en Democratie;People's Party for Freedom and Democracy;7,3482;8;1012;785;1041;1409
NLD;Netherlands;parliament;15.03.2017;13,1;20;150;PVV;Partij voor de Vrijheid;Party for Freedom;8,8;8;1012;785;1041;1501
NLD;Netherlands;parliament;15.03.2017;12,4;19;150;CDA;Christen Democratisch Appèl;Christian Democratic Appeal;5,9376;8;1012;785;1041;235
NLD;Netherlands;parliament;15.03.2017;12,2;19;150;D66;Democraten 66;Democrats 66;4,5066;8;1012;785;1041;345
NLD;Netherlands;parliament;15.03.2017;9,1;14;150;GL;GroenLinks;GreenLeft;2,0454;8;1012;785;1041;756
NLD;Netherlands;parliament;15.03.2017;9,1;14;150;SP;Socialistiese Partij;Socialist Party;1,2146;8;1012;785;1041;357
NLD;Netherlands;parliament;15.03.2017;5,7;9;150;PvdA;Partij van de Arbeid;Labour Party;3,6118;8;1012;785;1041;742
NLD;Netherlands;parliament;15.03.2017;3,4;5;150;CU;ChristenUnie;ChristianUnion;6,1732;8;1012;785;1041;1206
NLD;Netherlands;parliament;15.03.2017;3,2;5;150;PvdD;Partij voor de Dieren;Party for the Animals;;8;1012;785;1041;990
NLD;Netherlands;parliament;15.03.2017;3,1;4;150;50+;50PLUS;50PLUS;6;8;1012;785;1041;2109
NLD;Netherlands;parliament;15.03.2017;2,1;3;150;SGP;Staatkundig Gereformeerde Partij;Political Reformed Party;8,7531;8;1012;785;1041;1251
NLD;Netherlands;parliament;15.03.2017;2,1;3;150;DENK;Beweging DENK;Think;6;8;1012;785;1041;2641
NLD;Netherlands;parliament;15.03.2017;1,8;2;150;FvD;Forum voor Democratie;Forum for Democracy;7,4;8;1012;785;1041;2642
NLD;Netherlands;parliament;15.03.2017;0,4;0;150;no-seat;no seat;no seat;;8;1012;785;1041;2110
POL;Poland;parliament;25.10.2015;37,58;235;460;PiS;Prawo i Sprawiedliwość;Law and Justice;7,6997;74;996;766;1146;528
POL;Poland;parliament;25.10.2015;24,09;138;460;PO;Platforma Obywatelska;Civic Platform;6,2355;74;996;766;1146;512
POL;Poland;parliament;25.10.2015;8,81;42;460;K;Kukiz'15;Kukiz'15;8,7;74;996;766;1146;2600
POL;Poland;parliament;25.10.2015;7,6;28;460;N;Nowoczesna;Modern;6;74;996;766;1146;2601
POL;Poland;parliament;25.10.2015;5,13;16;460;PSL;Polskie Stronnictwo Ludowe;Polish People's Party;4,1856;74;996;766;1146;664
POL;Poland;parliament;25.10.2015;0,18;1;460;MN;Mniejszość niemiecka w Polsce;German minority;;74;996;766;1146;900
POL;Poland;parliament;25.10.2015;7,55;0;460;SLD;Sojusz Lewicy Demokratycznej;Democratic Left Alliance;2,8299;74;996;766;1146;629
POL;Poland;parliament;25.10.2015;4,76;0;460;KORWIN;Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja KORWiN;Coalition for the Renewal of the Republic -- Liberty and Hope;7,4;74;996;766;1146;2602
POL;Poland;parliament;25.10.2015;3,62;0;460;Razem;Partia Razem;Together Party;3,3;74;996;766;1146;2625
PRT;Portugal;parliament;04.10.2015;39,84;107;230;PSD;Partido Social Democrata;Social Democratic Party;6,2949;63;993;702;917;1273
PRT;Portugal;parliament;04.10.2015;33,57;86;230;PS;Partido Socialista;Socialist Party;4,0492;63;993;702;917;725
PRT;Portugal;parliament;04.10.2015;10,58;19;230;BE;Bloco de Esquerda;Bloc of the Left;1,6425;63;993;702;917;557
PRT;Portugal;parliament;04.10.2015;8,56;17;230;CDU;Coligação Democrático Unitária;Unified Democratic Coalition;2,2233;63;993;702;917;1295
PRT;Portugal;parliament;04.10.2015;1,44;1;230;PAN;Partido pelos Animais e pela Natureza;Party for Animals and Nature;2,5;63;993;702;917;1781
PRT;Portugal;parliament;04.10.2015;1,19;0;230;PDR;Partido Democrático Republicano;Republican Democratic Party;7,4;63;993;702;917;2597
PRT;Portugal;parliament;04.10.2015;1,15;0;230;PCTP/MRPP;Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado;Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat;1,2;63;993;702;917;281
ROU;Romania;parliament;11.12.2016;45,48;154;329;PSD;Partidul Social Democrat;Social Democratic Party;3,2325;23;1015;787;1197;1120
ROU;Romania;parliament;11.12.2016;20,04;69;329;PNL;Partidul Naţional Liberal;National Liberal Party;6,0543;23;1015;787;1197;1015
ROU;Romania;parliament;11.12.2016;8,87;30;329;USR;Uniunea Salvați România;Save Romania Union;;23;1015;787;1197;2646
ROU;Romania;parliament;11.12.2016;6,19;21;329;UDMR;Uniunea Democrată Maghiară din România;Democratic Union of Hungarians in Romania;6,016;23;1015;787;1197;948
ROU;Romania;parliament;11.12.2016;5,62;20;329;ALDE;Alianța Liberalilor și Democraților;Alliance of Liberals and Democrats;6;23;1015;787;1197;2647
ROU;Romania;parliament;11.12.2016;5,35;18;329;PMP;Partidul Mișcarea Populară;People's Movement Party;6,2;23;1015;787;1197;2395
ROU;Romania;parliament;11.12.2016;;17;329;etnice;Partidele minorităţilor etnice din România;Romanian ethnic minorities parties;;23;1015;787;1197;425
ROU;Romania;parliament;11.12.2016;2,79;0;329;PRU;Partidul România Unită;United Romania Party;8,7;23;1015;787;1197;2648
ROU;Romania;parliament;11.12.2016;1,04;0;329;PRM;Partidul România Mare;Greater Romania Party;6,6618;23;1015;787;1197;713
SVK;Slovakia;parliament;06.03.2016;28,28;49;150;Smer;Smer – sociálna demokracia;Direction -- Social Democracy;3,3799;1;1003;781;1027;220
SVK;Slovakia;parliament;06.03.2016;12,1;21;150;SaS;Sloboda a solidarita;Freedom and Solidarity;6;1;1003;781;1027;1460
SVK;Slovakia;parliament;06.03.2016;11,03;19;150;OLaNO;Obyčajní ľudia a nezávislé osobnosti;Ordinary People and Independent;7,4;1;1003;781;1027;1759
SVK;Slovakia;parliament;06.03.2016;8,64;15;150;SNS;Slovenská národná strana;Slovak National Party;7,0198;1;1003;781;1027;1072
SVK;Slovakia;parliament;06.03.2016;8,04;14;150;LsNS;Ľudová strana Naše Slovensko;People's Party Our Slovakia;8,7;1;1003;781;1027;586
SVK;Slovakia;parliament;06.03.2016;6,63;11;150;SR;Sme Rodina – Boris Kollár;We are family -- Boris Kollar;8,7;1;1003;781;1027;2623
SVK;Slovakia;parliament;06.03.2016;6,5;11;150;MH;Most-Híd;Most-Hid;7,4;1;1003;781;1027;1620
SVK;Slovakia;parliament;06.03.2016;5,61;10;150;S;Sieť;Network;7,4;1;1003;781;1027;2624
SVK;Slovakia;parliament;06.03.2016;4,94;0;150;KDH;Kresťanskodemokratické hnutie;Christian Democratic Movement;7,1082;1;1003;781;1027;1432
SVK;Slovakia;parliament;06.03.2016;4,05;0;150;MK;Maďarskej koalície – Magyar koalíció;Hungarian Coalition;6,5005;1;1003;781;1027;559
SVN;Slovenia;parliament;13.07.2014;34,49;36;90;SMC;Stranka Mira Cerarja;Party of Miro Cerar;3,3;60;817;778;1047;2333
SVN;Slovenia;parliament;13.07.2014;20,71;21;90;SDS;Slovenska demokratska stranka;Slovenian Democratic Party;6,9996;60;817;778;1047;179
SVN;Slovenia;parliament;13.07.2014;10,18;10;90;DeSUS;Demokratična stranka upokojencev Slovenije;Democratic Party of Pensioners of Slovenia;3,2292;60;817;778;1047;1587
SVN;Slovenia;parliament;13.07.2014;5,98;6;90;ZL-SD;Združena lista – Socialni demokrati;United List -- Social Democrats;3,0637;60;817;778;1047;706
SVN;Slovenia;parliament;13.07.2014;5,97;6;90;ZdLe;Združena levica;United Left;1,2;60;817;778;1047;2334
SVN;Slovenia;parliament;13.07.2014;5,59;5;90;NSI;Nova Slovenija – Krščanska ljudska stranka;New Slovenia -- Christian People's Party;7,9345;60;817;778;1047;1047
SVN;Slovenia;parliament;13.07.2014;4,38;4;90;ZaAB;Zavezništvo Alenke Bratušek;Alliance of Alenka Bratusek;3,3;60;817;778;1047;2337
SVN;Slovenia;parliament;13.07.2014;;1;90;Ita;Italijanska narodna skupnost;Italian national community;;60;817;778;1047;199
SVN;Slovenia;parliament;13.07.2014;;1;90;Mad;Madžarska narodna skupnost;Hungarian national community;;60;817;778;1047;65
SVN;Slovenia;parliament;13.07.2014;3,95;0;90;SLS;Slovenska ljudska stranka;Slovenian People's Party;6,6953;60;817;778;1047;16
SVN;Slovenia;parliament;13.07.2014;2,97;0;90;LZJ-PS;Lista Zorana Jankovića – Pozitivna Slovenija;Zoran Jankovic's List -- Positive Slovenia;3,3;60;817;778;1047;1987
SVN;Slovenia;parliament;13.07.2014;2,2;0;90;SNS;Slovenska nacionalna stranka;Slovenian National Party;4,7941;60;817;778;1047;981
SVN;Slovenia;parliament;13.07.2014;1,34;0;90;PSS; Piratska stranka Slovenije;Slovenian Pirate Party;;60;817;778;1047;2338
SWE;Sweden;parliament;14.09.2014;31,01;113;349;SAP;Socialdemokraterna;Social Democrats;3,4447;35;828;512;854;904
SWE;Sweden;parliament;14.09.2014;23,33;84;349;M;Moderaterna;Moderate Party;7,8907;35;828;512;854;657
SWE;Sweden;parliament;14.09.2014;12,86;49;349;SD;Sverigedemokraterna;Sweden Democrats;8,7;35;828;512;854;1546
SWE;Sweden;parliament;14.09.2014;6,89;25;349;MP;Miljöpartiet de Gröna;Greens;3,3789;35;828;512;854;1154
SWE;Sweden;parliament;14.09.2014;6,11;22;349;C;Centerpartiet;Centre Party;5,8084;35;828;512;854;1461
SWE;Sweden;parliament;14.09.2014;5,72;21;349;V;Vänsterpartiet (kommunisterna);Left Party (Communists);1,5464;35;828;512;854;882
SWE;Sweden;parliament;14.09.2014;5,42;19;349;FP;Folkpartiet;People's Party;6,2906;35;828;512;854;892
SWE;Sweden;parliament;14.09.2014;4,57;16;349;KD;Kristdemokraterna;Christian Democrats;7,195;35;828;512;854;282
SWE;Sweden;parliament;14.09.2014;3,12;0;349;Fi;Feministiskt initiativ;Feminist Initiative;;35;828;512;854;1521
