country_name_short;country_name;election_type;election_date;vote_share;seats;seats_total;party_name_short;party_name;party_name_english;left_right;country_id;election_id;previous_parliament_election_id;party_id
ROU;Romania;parliament;2008-11-30;1,16;4;334;PS;Partidul Conservator;Conservative Party;4,89;23;319;165;5
ROU;Romania;parliament;2008-11-30;2,3;0;334;PNG-CD;Partidul Noua Generaţie – Creştin Democrat;New Generation Party -- Christian Democratic;;23;319;165;1332
ROU;Romania;parliament;2008-11-30;3,2;0;334;PRM;Partidul România Mare;Party of Great Romania;7,035185185;23;319;165;713
ROU;Romania;parliament;2008-11-30;33,1;114;334;ADA;Alianţa Dreptate şi Adevăr;Justice and Truth Alliance;;23;319;165;1170
SVK;Slovakia;parliament;2010-06-12;34,79;62;150;Smer;Smer – sociálna demokracia;Direction -- Social Democracy;3,31;1;524;192;220
SVK;Slovakia;parliament;2010-06-12;15,42;28;150;SDKU-DS;Slovenská demokratická a kresťanská únia – Demokratická strana;Slovak Democratic and Christian Union -- Democratic Party;7,19;1;524;192;131
SVK;Slovakia;parliament;2010-06-12;12,14;22;150;SaS;Sloboda a Solidarita;Freedom and Solidarity;;1;524;192;1460
SVK;Slovakia;parliament;2010-06-12;8,52;15;150;KDH;Kresťanskodemokratické hnutie;Christian Democratic Movement;6,65962963;1;524;192;1432
SVK;Slovakia;parliament;2010-06-12;8,12;14;150;MH;MOST-HID;Most-Hid;;1;524;192;1620
SVK;Slovakia;parliament;2010-06-12;5,07;9;150;SNS;Slovenská národná strana;Slovak National Party;6,892592593;1;524;192;1072
SVK;Slovakia;parliament;2010-06-12;2,41;0;150;SDL;Strana demokratickej ľavice;Party of the Democratic Left;4,444444444;1;524;192;1415
SVK;Slovakia;parliament;2010-06-12;4,32;0;150;HZDS;Hnutie za demokratické Slovensko;Movement for a Democratic Slovakia;4,788148148;1;524;192;1142
SVK;Slovakia;parliament;2010-06-12;0,83;0;150;KSS;Komunistická strana Slovenska;Communist Party of Slovakia;0,59;1;524;192;44
SVK;Slovakia;parliament;2010-06-12;1,33;0;150;LsNS;Ľudová strana Naše Slovensko;People's Party our Slovakia;;1;524;192;586
SVK;Slovakia;parliament;2010-06-12;0,7;0;150;U;Únia – Strana pre Slovensko;Union -- Party for Slovakia;;1;524;192;447
SVK;Slovakia;parliament;2010-06-12;4,33;0;150;SMK-MKP;Strana maďarskej koalície – Magyar Koalíció Pártja;Party of the Hungarian Coalition;6,435;1;524;192;559
SVN;Slovenia;parliament;2008-09-21;30,5;29;90;ZL-SD;Združena lista – Socialni demokrati;United List -- Social Democrats;3,6;60;522;80;706
SVN;Slovenia;parliament;2008-09-21;29,3;28;90;SDS;Slovenska demokratska stranka;Slovenian Democratic Party;6,9;60;522;80;179
SVN;Slovenia;parliament;2008-09-21;9,4;9;90;Zares;Zares;Zares;;60;522;80;326
SVN;Slovenia;parliament;2008-09-21;7,5;7;90;DeSUS;Demokratična stranka upokojencev Slovenije;Democratic Party of Retired People of Slovenia;3,3;60;522;80;1587
SVN;Slovenia;parliament;2008-09-21;5,5;5;90;SNS;Slovenska nacionalna stranka;Slovenian National Party;4,8;60;522;80;981
SVN;Slovenia;parliament;2008-09-21;5,2;5;90;SLS;Slovenska ljudska stranka;Slovenian People's Party;6,6;60;522;80;16
SVN;Slovenia;parliament;2008-09-21;5,2;5;90;LDS;Liberalna demokracija Slovenije;Liberal Democracy of Slovenia;3,8;60;522;80;1252
SVN;Slovenia;parliament;2008-09-21;;1;90;Mad;Madžarska narodna skupnost;Hungarian national community;;60;522;80;65
SVN;Slovenia;parliament;2008-09-21;;1;90;Ita;Italijanska narodna skupnost;Italian national community;;60;522;80;199
SVN;Slovenia;parliament;2008-09-21;3,3;0;90;NS-KLS;Nova Slovenija – Krščanska ljudska stranka;New Slovenia -- Christian People's Party;7,7;60;522;80;1047
SWE;Sweden;parliament;2010-09-19;30,66;112;349;SAP;Socialdemokraterna;Social Democrats;3,365333328;35;512;629;904
SWE;Sweden;parliament;2010-09-19;30,06;107;349;M;Moderaterna;Moderate Party;7,76422219;35;512;629;657
SWE;Sweden;parliament;2010-09-19;7,34;25;349;MP;Miljöpartiet de Gröna;Greens;3,37333336;35;512;629;1154
SWE;Sweden;parliament;2010-09-19;7,06;24;349;FP;Folkpartiet;Liberals;6,155111101;35;512;629;892
SWE;Sweden;parliament;2010-09-19;6,56;23;349;C;Centerpartiet;Centre Party;5,788666635;35;512;629;1461
SWE;Sweden;parliament;2010-09-19;5,7;20;349;SD;Sverigedemokraterna;Sweden Democrats;;35;512;629;1546
SWE;Sweden;parliament;2010-09-19;5,6;19;349;V;Vänsterpartiet (kommunisterna);Left Party (Communists);1,579111116;35;512;629;882
SWE;Sweden;parliament;2010-09-19;5,6;19;349;KD;Kristdemokraterna;Christian Democrats;7,014166667;35;512;629;282
SWE;Sweden;parliament;2010-09-19;0,65;0;349;PP;Piratpartiet;Pirate Party;;35;512;629;721
